			% of divergence bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[
TE_00000859	DNA	Helitron	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000377_INT	LTR	Gypsy	0	7401	97	0	93	2414	6118	17550	56612	42362	34796	39452	25815	34776	25343	14621	11247	6154	7219	5451	2625	2402	6416	1692	2620	1376	136	0	0	0	1256	1882	911	1268	0	399	333	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000486_LTR	LTR	Gypsy	0	1181	0	299	96	36	0	0	0	0	0	0	0	0	0	0	195	0	280	299	455	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000297_INT	LTR	Copia	4696	5520	4752	9030	49	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000341	DNA	Helitron	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000710_LTR	LTR	Copia	630	0	0	0	313	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000599	DNA	DTC	4871	27774	14753	32	2122	782	32	2176	11307	1638	0	3577	0	0	1214	0	0	1066	0	0	0	175	68	856	559	1725	877	7622	6742	5349	3905	3674	1414	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000855_LTR	LTR	Copia	1058	0	0	0	0	449	445	0	0	0	0	0	0	0	0	0	0	0	73	0	415	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000474_LTR	LTR	Copia	310	310	0	0	304	284	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000864_INT	LTR	Gypsy	4384	0	0	0	0	649	0	0	1791	0	0	0	943	0	0	133	126	0	0	0	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000071	DNA	Helitron	2251	178	0	0	0	0	84	294	0	0	0	0	0	0	591	0	623	810	229	315	104	277	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000265	DNA	Helitron	6808	3479	0	79	10559	0	0	0	227	0	0	0	0	0	0	0	0	67	173	1042	110	193	246	327	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000430	DNA	Helitron	0	0	2641	0	0	0	0	2938	2912	2977	0	0	0	0	0	45	0	861	127	0	0	2856	0	1874	705	662	709	0	998	822	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000311_INT	LTR	Gypsy	468	0	0	0	0	3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000043	DNA	DTC	1966	0	421	1331	2586	1673	1863	554	1205	2678	5185	1014	0	530	2048	1358	2058	6689	1170	1071	2191	4472	1955	1204	1957	1667	101	428	1046	423	183	408	0	290	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000501_INT	LTR	Gypsy	8981	1765	6248	2749	0	6139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5743	0	6550	0	8798	0	3926	3642	2325	0	2353	0	1373	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000658	DNA	Helitron	4513	0	0	41	1901	0	2354	137	0	332	177	862	382	795	1349	760	1391	641	638	166	373	412	77	0	24	379	1436	330	1457	3658	868	2052	2056	929	771	0	1229	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000349	DNA	Helitron	1463	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	206	83	225	277	271	198	672	236	961	480	121	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000874_LTR	LTR	Copia	232	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000667	DNA	Helitron	0	3776	7608	9557	6634	10527	222	510	1676	1487	808	197	262	1046	252	189	922	263	0	0	339	0	297	417	202	142	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000794	DNA	Helitron	0	561	0	0	0	533	0	0	525	662	407	177	0	521	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000464_INT	LTR	Copia	4134	0	0	0	0	0	747	0	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	1012	2463	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000832_INT	LTR	Copia	13408	4382	0	0	0	319	1359	373	0	0	0	0	0	0	366	1355	0	0	0	0	0	0	0	0	0	272	0	1161	1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000421_INT	LTR	Gypsy	0	0	0	0	0	2690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000495	DNA	Helitron	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000079	DNA	Helitron	12374	0	0	30	0	0	0	0	0	0	184	0	0	195	0	269	259	403	115	887	1268	1502	2194	547	642	185	544	442	423	557	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000630_INT	LTR	Copia	4687	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	74	0	0	0	0	0	73	0	172	606	800	1519	675	2975	273	907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000470_LTR	LTR	Copia	558	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	144	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000761_INT	LTR	Copia	4891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1407	767	1077	2707	157	0	3409	2304	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000539_INT	LTR	unknown	2961	0	0	0	0	0	0	0	0	0	0	0	0	570	0	2334	0	0	0	571	0	0	0	0	0	0	321	2319	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000357_INT	LTR	Copia	2123	0	38	0	221	797	0	1262	0	2310	356	1285	1386	2916	3485	7921	3605	2624	2553	3047	1776	534	1713	744	288	1498	0	274	323	0	0	200	662	2150	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000181	DNA	DTC	459	0	0	0	0	0	0	66	0	62	17	0	94	0	291	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000144	DNA	DTT	2256	860	88	235	0	38	238	0	218	56	0	248	0	0	116	0	0	478	609	45	512	416	414	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000491	MITE	DTM	0	0	0	0	0	0	1290	0	820	0	0	0	489	0	0	0	0	266	510	0	0	0	0	330	66	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000907	MITE	DTA	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000345_LTR	LTR	Copia	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000890	DNA	Helitron	882	0	2588	882	925	0	505	0	1810	3869	3082	339	15	212	0	8	0	327	0	0	29	0	0	168	0	82	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000649	DNA	Helitron	1822	0	0	0	0	0	0	0	0	0	484	0	0	51	0	0	0	0	575	678	0	0	223	0	315	317	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000358	DNA	Helitron	0	0	629	0	0	0	0	0	0	0	0	0	139	0	0	0	0	149	10	15	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000303	MITE	DTA	231	0	0	0	0	0	0	0	0	0	0	0	0	0	78	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000479	DNA	Helitron	787	0	0	806	853	6399	13206	20087	16836	13142	5037	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000412	DNA	DTA	2490	0	0	0	0	0	0	0	0	0	0	153	42	0	0	438	0	0	0	218	201	200	81	0	0	453	132	289	506	457	426	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000849	DNA	Helitron	353	0	0	0	623	0	0	157	0	0	350	0	337	131	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000273	DNA	DTA	970	1182	806	1706	1014	420	532	0	0	271	58	155	0	0	0	0	0	0	730	0	0	0	0	0	0	300	0	113	31	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000790	DNA	DTA	2511	41	0	0	69	2239	3558	0	1236	0	0	0	68	247	216	95	429	330	2536	0	0	87	411	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000237	DNA	Helitron	729	0	0	0	444	0	0	0	0	0	0	0	0	913	68	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000405_LTR	LTR	Copia	520	0	0	261	259	0	0	0	260	259	0	0	245	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000133	DNA	Helitron	9509	1548	627	635	1983	35	0	773	621	277	607	1015	682	594	1450	1545	2192	1675	1330	1118	2026	752	1129	832	1151	1170	376	280	145	47	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000679_INT	LTR	unknown	3586	52	0	160	0	0	713	0	248	1238	627	1240	776	1347	1047	2822	574	0	248	119	1149	178	805	0	0	0	248	77	108	0	78	0	0	133	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000800_INT	LTR	Copia	4069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	59	0	0	0	0	1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000047	DNA	DTM	1267	0	175	0	342	0	0	0	85	270	39	122	226	83	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000593_INT	LTR	Copia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2678	1173	465	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000142	DNA	Helitron	894	194	194	0	110	108	175	94	0	284	462	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000175	DNA	DTC	1732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000853	DNA	DTC	39	111	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000588_INT	LTR	Copia	4775	0	111	13909	3073	894	2102	0	1627	0	47	763	65	0	0	232	55	0	0	0	3619	400	474	1049	539	410	163	764	1439	2456	4270	4917	1283	378	0	0	0	1259	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000011	DNA	Helitron	2551	0	0	0	1069	0	0	55	0	0	0	88	106	0	186	0	0	0	0	0	0	333	368	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000380	DNA	DTM	0	0	0	861	857	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000857_LTR	LTR	Gypsy	1510	0	1516	953	0	0	385	0	756	123	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000899	DNA	DTT	1221	0	0	64	0	40	96	0	0	0	0	0	92	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000793_LTR	LTR	Copia	377	0	182	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000429	DNA	Helitron	5948	0	0	0	0	0	0	0	787	0	1020	255	0	1225	0	0	0	0	0	0	0	0	168	0	0	0	0	158	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000461	DNA	Helitron	0	0	690	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000194	DNA	Helitron	9072	0	0	121	0	502	3749	0	0	21	59	39	46	0	124	378	481	323	245	1904	216	558	382	707	964	645	998	293	581	397	171	140	43	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000364_LTR	LTR	Copia	121	120	197	0	0	197	0	0	0	0	119	0	0	0	0	0	116	121	115	0	0	0	0	301	183	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000734_LTR	LTR	Copia	726	0	1378	0	0	72	310	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000238	DNA	DTM	2237	0	0	0	0	0	113	564	0	587	0	0	0	132	318	270	906	429	263	363	0	0	0	326	190	0	0	0	97	0	0	0	0	0	427	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000496_LTR	LTR	Copia	1166	0	0	0	0	0	0	0	0	0	0	0	0	72	144	0	72	0	0	99	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000476	DNA	DTA	1656	446	589	1009	0	0	482	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000392_INT	LTR	Copia	4291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	4279	0	83	6258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000469_INT	LTR	Copia	13285	0	0	112	0	0	0	0	58	0	0	4396	0	0	0	0	0	0	0	0	0	0	0	0	0	354	1120	1769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000291	DNA	Helitron	772	0	2930	774	1579	1491	1944	1180	293	783	297	0	0	77	480	1053	286	1087	271	407	198	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000680_INT	LTR	Copia	0	2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1618	0	2682	596	442	4068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000407_LTR	LTR	Copia	240	240	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000019	DNA	Helitron	8864	4308	132	230	47	0	0	1835	3920	593	2019	2839	1762	1777	1407	930	579	2660	3684	6179	2872	4436	1381	1451	578	656	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000640_INT	LTR	Gypsy	3078	0	0	0	0	104	0	0	1356	52	226	131	1797	382	0	595	1028	0	496	0	2350	0	1535	187	0	0	482	0	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000684_INT	LTR	Copia	0	0	0	0	0	0	0	4224	0	0	0	4223	0	0	0	0	0	0	51	0	0	0	0	0	173	0	234	0	0	623	0	931	0	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000185	DNA	DTH	1111	0	35	0	432	265	80	366	340	325	583	263	146	0	176	467	173	0	356	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000677_INT	LTR	Copia	4075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	201	0	543	672	0	1458	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000565_INT	LTR	Gypsy	32900	37284	27029	44353	10838	15951	31231	11284	4575	5559	10547	6267	3436	163	3913	109	894	292	3383	3436	2308	662	2699	0	1622	0	3185	0	470	0	1226	0	0	7794	988	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000074	DNA	DTC	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000308	DNA	Helitron	482	0	0	0	0	36	0	0	0	0	0	828	505	1459	370	570	553	656	171	762	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000841	DNA	DTM	2035	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	350	89	242	0	0	148	278	0	649	690	1794	648	632	479	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000004_INT	LTR	unknown	22317	3791	732	62	172	372	469	0	366	86	143	43	40	348	243	45	308	211	692	0	65	76	0	0	216	205	502	1106	6401	0	0	776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000559_LTR	LTR	Copia	137	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000533	DNA	DTM	308	0	154	0	0	0	0	0	0	0	0	0	84	190	82	62	186	81	283	197	518	526	669	1810	469	704	86	630	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000780_LTR	LTR	Gypsy	1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000048	DNA	Helitron	2724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	119	312	165	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000787_LTR	LTR	Copia	852	0	0	0	0	0	0	173	0	0	0	0	0	0	0	410	0	422	0	834	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000059	DNA	Helitron	7059	95	670	28	0	0	761	448	1267	1276	1829	1811	2577	588	1364	1057	1899	1449	2648	1528	2137	803	1011	1215	426	599	475	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000598_INT	LTR	Gypsy	4600	0	4622	3552	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000642_LTR	LTR	Copia	213	0	0	128	213	0	0	0	0	76	0	0	0	290	318	140	149	0	0	0	0	150	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000707_LTR	LTR	Gypsy	448	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000137	DNA	DTC	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000467_LTR	LTR	Copia	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000069	DNA	Helitron	7043	0	0	0	0	0	0	0	59	514	1379	690	767	1077	935	1080	1195	164	1139	87	525	51	0	171	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000021	DNA	Helitron	4228	477	0	0	0	0	1589	4457	5664	3610	1878	1407	1392	1287	236	1264	0	712	655	1745	395	691	802	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000475_LTR	LTR	Copia	726	149	0	0	0	277	277	160	0	0	73	184	278	375	179	196	246	245	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000009	DNA	DTM	3551	0	0	0	0	0	0	41	0	0	260	73	125	0	0	486	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000665_LTR	LTR	Copia	314	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000184	DNA	Helitron	1481	110	867	622	0	414	822	604	726	104	78	136	0	200	379	601	781	940	980	1225	655	410	88	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000085	DNA	DTM	1934	119	181	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000275	DNA	Helitron	5641	208	0	0	0	0	0	0	70	0	0	0	115	311	298	394	3116	2094	2187	3423	2663	2941	1339	2073	1866	316	168	343	616	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000298_INT	LTR	Gypsy	21457	1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	0	0	0	0	2896	135	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000061	DNA	Helitron	4284	201	0	0	42	47	0	613	0	1474	146	37	28	3038	565	0	110	841	22	246	169	208	240	101	0	143	35	0	605	163	121	305	1567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000897	MITE	DTM	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000029	DNA	Helitron	4541	88	0	0	0	0	0	0	73	0	0	0	0	0	0	86	154	320	491	0	295	163	0	0	0	203	0	0	360	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000051	DNA	Helitron	5788	79	99	218	0	209	64	116	1733	1275	381	2670	4765	1561	1769	4306	7236	4179	4936	3569	2225	1560	830	650	877	968	417	280	11	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000868	DNA	DTM	4411	0	0	0	0	3369	0	0	0	0	0	0	0	0	0	0	0	87	0	983	0	0	326	0	491	755	1253	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000468_INT	LTR	Copia	0	0	0	0	4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	472	4067	824	2241	2753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000635_INT	LTR	Gypsy	0	0	0	0	0	0	31	0	0	0	0	0	23	54	146	0	0	0	99	0	82	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000791_INT	LTR	Copia	1147	0	0	0	0	0	0	0	233	0	0	0	202	0	0	211	752	323	544	462	0	266	287	129	0	211	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TE_00000892_LTR	LTR	Copia	578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
