#TE	Order	Superfamily	Clade	Complete	Strand	Domains
contig_246:2097627..2108359#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand aRH|Retand INT|Retand
contig_246:2135735..2144412#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
contig_246:232086..237128#LTR/unknown	LTR	Copia	Bianca	no	+	RH|Bianca
contig_246:2332236..2337724#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
contig_246:2339273..2345085#LTR/Copia	LTR	Copia	SIRE	yes	-	GAG|SIRE PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
contig_246:2506525..2524975#LTR/Gypsy	LTR	Gypsy	Athila	no	?	PROT|Athila GAG|Athila INT|Retand
contig_246:2515165..2522622#LTR/Gypsy	LTR	Gypsy	Retand	no	+	INT|Retand
contig_246:2599427..2603369#LTR/Gypsy	LTR	Gypsy	Tekay	no	+	GAG|Tekay
contig_246:2636978..2644539#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
contig_246:2723898..2727037#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
contig_246:274309..279731#LTR/Gypsy	LTR	Gypsy	Reina	yes	-	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
contig_246:2864451..2867826#LTR/Gypsy	LTR	Gypsy	Reina	no	+	GAG|Reina PROT|Reina
contig_246:2966003..2971215#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM
contig_246:3022258..3033054#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_246:3111581..3118664#LTR/Copia	LTR	Copia	mixture	no	-	GAG|Ivana RH|SIRE
contig_246:3256994..3266343#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila
contig_246:3421495..3432203#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_246:3503282..3513992#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_246:3756064..3769422#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
contig_246:3801059..3812826#LTR/Gypsy	LTR	Gypsy	Retand	no	-	GAG|Retand PROT|Retand RT|Retand INT|Retand
contig_246:3824215..3837333#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
contig_246:4098156..4108841#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_246:4263384..4272125#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_246:4319085..4332348#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
contig_246:4921344..4928554#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
contig_246:5036613..5047322#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_246:676715..681981#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
contig_246:823044..828009#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
contig_246:921537..926491#LTR/Copia	LTR	Copia	Ivana	yes	-	GAG|Ivana PROT|Ivana INT|Ivana RT|Ivana RH|Ivana
contig_246:938475..943653#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
contig_247:1075999..1089151#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
contig_247:1141520..1148159#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
contig_247:115002..126169#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_247:1190051..1196386#LTR/Gypsy	LTR	Gypsy	CRM	yes	+	GAG|CRM PROT|CRM RT|CRM RH|CRM INT|CRM CHDCR|CRM
contig_247:1269887..1275127#LTR/unknown	LTR	Copia	Bianca	no	+	RH|Bianca
contig_247:1297092..1301879#LTR/Copia	LTR	Copia	Ale	yes	+	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
contig_247:147874..153181#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
contig_247:211725..217262#LTR/Copia	LTR	Copia	SIRE	no	-	GAG|SIRE PROT|SIRE INT|SIRE
contig_247:270230..275477#LTR/Copia	LTR	Copia	Tork	yes	-	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
contig_247:363114..367518#LTR/Copia	LTR	Copia	Ale	no	-	PROT|Ale INT|Ale RT|Ale RH|Ale
contig_247:584558..589931#LTR/Gypsy	LTR	Gypsy	Reina	yes	+	GAG|Reina PROT|Reina RT|Reina RH|Reina INT|Reina CHD|Reina
contig_247:66644..74044#LTR/Copia	LTR	Copia	SIRE	no	-	PROT|SIRE INT|SIRE RT|SIRE RH|SIRE
contig_247:931796..939443#LTR/Gypsy	LTR	Gypsy	Tekay	yes	-	GAG|Tekay PROT|Tekay RT|Tekay RH|Tekay INT|Tekay CHD|Tekay
contig_250:124063..135013#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_250:34878..44724#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_91:137445..148183#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_91:1420833..1432404#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_91:166553..169476#LTR/unknown	LTR	Gypsy	Reina	no	+	GAG|Reina
contig_91:252107..263684#LTR/Gypsy	LTR	Gypsy	Athila	yes	+	GAG|Athila PROT|Athila RT|Athila RH|Athila INT|Athila
contig_91:461538..470046#LTR/Gypsy	LTR	Gypsy	Retand	no	+	GAG|Retand PROT|Retand RT|Retand INT|Retand
contig_91:484064..488982#LTR/Copia	LTR	Copia	Ale	yes	-	GAG|Ale PROT|Ale INT|Ale RT|Ale RH|Ale
contig_91:495403..500650#LTR/Copia	LTR	Copia	Tork	yes	+	GAG|Tork PROT|Tork INT|Tork RT|Tork RH|Tork
contig_91:512695..523300#LTR/Gypsy	LTR	Gypsy	Athila	no	-	GAG|Athila PROT|Athila
contig_91:52082..60897#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_91:71300..77923#LTR/Gypsy	LTR	Gypsy	Athila	no	+	GAG|Athila PROT|Athila
contig_91:809517..815987#LTR/Copia	LTR	Copia	Bianca	no	+	GAG|Bianca PROT|Bianca INT|Bianca RH|Bianca
contig_91:942556..952681#LTR/Gypsy	LTR	Gypsy	Retand	yes	+	GAG|Retand PROT|Retand RT|Retand RH|Retand INT|Retand
contig_107:4295803..4297554#LTR/unknown	LTR	Copia	unknown	none	?	none
contig_235:436637..442212#LTR/unknown	LTR	Gypsy	unknown	none	?	none
contig_247:810552..816989#LTR/unknown	LTR	Gypsy	unknown	none	?	none
